State,Year,County,Total,Commissioned Male ,Commissioned Female ,Civilian Male ,Civilian Female ,Arson,Arsons Arrests,Juvenile Arsons Arrests,Aggravated Assault,Aggravated Assaults Arrests,Juvenile Aggravated Assault Arrests,Rape,Rape Arrests,Juvenile Rape Arrests,Burglary,Burglary Arrests,Juvenile Burglary Arrests,Murder,Murder Arrests,Juvenile Murder Arrests,Robbery,Robbery Arrests,Juvenile Robbery Arrests,Drug Violation Arrests,Juvenile Drug Violation Arrests,Total Arrests,Total Juvenile Arrests,Juvenile Theft Arrests,Theft Arrests,Theft,Population,Commissioned Total,Civilian Total,Total Employees,Total Population,Female Population (0-11),Female Population (12-17),Female Population (18-39),Female Population (40+),Total Female Population,Male Population (0-11),Male Population (12-17),Male Population (18-39),Male Population (40+),Total Male Population,Animal Cruelty,Bribery,Destruction of Property,Drug Violation,Extortion,Counterfeiting or Forgery,Gambling Violation,Human Trafficking,Kidnapping,Man Slaughter,Non Forcibly Sex,Pornography,Total Property Crime,Prostitution,Total Person Crime,Total Societal Crime,No Contact Order Violation,Weapon Violation,Other Crimes Arrests,Animal Cruelty Arrests,Bribery Arrests,Destruction of Property Arrests,Extortion Arrests,Counterfeiting or Forgery Arrests,Gambling Violation Arrests,"Group B offense Arrests (driving under influence,  liquor violation etc)",Hack or Computer Invasion Arrests,Human Trafficking Arrests,Kidnapping Arrests,Manslaughter Arrests,Non Forcibly Sex Arrests,Pornography Arrests,Prostitution Arrests,No Contact Order Violation Arrests,Weapon Violation Arrests,Aggravated Assaults Sentenced,Burglary Sentenced,Drug Violation Sentenced,Manslaughter Sentenced,Murder Sentenced,Other Crimes Sentenced,Other Property Crimes Sentenced,Robbery Sentenced,Sex Crime Sentences,Total Sentenced,Unknown Crimes Sentenced,Juvenile Other Felony Crimes Sentenced,Juvenile Animal Cruelty Arrests,Juvenile Bribery Arrests,Juvenile Destruction of Property Arrests,Juvenile Extortion Arrests,Juvenile Counterfeiting or Forgery Arrests,"Juvenile Group B offense Arrests (driving under influence,  liquor violation etc)",Juvenile Hack or Computer Invasion Arrests,Juvenile Kidnapping Arrests,Juvenile Manslaughter Arrests,Juvenile Non Forcibly Sex Arrests,Juvenile Pornography Arrests,Juvenile Prostitution Arrests,Juvenile No Contact Order Violation Arrests,Juvenile Weapon Violation Arrests,FIPS Code
Washington,1993,DOUGLAS,964,34,2,5,8,1,0,0,54,35,0,31,10,0,145,7,0,2,3,0,3,0,0,58,0,1262,0,0,273,728,28282,36,13,49,28816,2849,1337,4342,5851,14380,2968,1441,4485,5540,14436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,1,0,5,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53017
Washington,1995,GRANT,4012,96,3,5,32,11,1,0,246,147,0,48,19,0,854,65,0,5,2,0,25,5,0,187,0,2621,0,0,464,2823,64498,99,37,136,66515,7067,3430,9588,12576,32662,7525,3713,10410,12204,33853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,39,2,3,3,6,6,18,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53025
Washington,2005,LEWIS,3538,90,6,2,28,20,6,1,117,100,17,56,25,11,739,126,51,3,0,0,24,9,4,310,31,3639,595,95,337,2579,71600,96,30,126,71600,5417,3268,8623,18764,36071,5607,3647,8848,17427,35529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,39,72,3,0,45,57,4,24,306,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53041
Washington,2008,CLARK,13039,391,45,22,111,107,14,26,539,169,55,206,32,12,1868,260,141,2,1,0,236,130,31,909,185,8910,3038,654,1484,10081,424115,436,133,569,424200,37237,18251,62745,95084,213317,38872,19315,62818,89878,210883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,34,173,6,6,50,142,26,58,627,0,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53011
Washington,2015,CHELAN,3616,90,5,6,19,6,2,3,638,464,42,42,12,3,372,50,20,0,0,0,8,3,0,191,43,2054,276,89,371,1550,75030,95,25,120,75030,5658,2908,9206,19825,37597,6149,3048,9563,18673,37433,0,1,291,389,1,60,0,0,1,0,3,1,2289,0,889,438,205,48,0,0,0,87,0,12,0,696,0,0,2,0,2,0,0,145,17,16,7,18,0,0,11,14,2,1,69,0,0,0,0,26,0,0,50,0,0,0,0,0,0,0,0,53007
Washington,2015,SKAMANIA,258,15,1,0,3,1,1,0,57,39,3,12,2,1,34,2,0,0,0,0,0,0,0,7,0,116,8,2,14,105,11430,16,3,19,11430,727,412,1257,3285,5681,706,425,1290,3328,5749,0,0,17,8,0,6,0,0,1,0,0,0,163,0,82,13,12,5,0,0,0,4,0,0,0,40,0,0,1,0,0,0,0,3,3,7,1,4,2,0,2,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53059
Washington,2017,COLUMBIA,179,10,0,1,1,1,0,0,69,17,2,3,0,0,21,2,0,0,0,0,1,0,0,0,0,36,2,0,2,51,4100,10,2,12,4100,260,122,335,1328,2045,237,142,350,1326,2055,0,0,21,0,0,1,0,0,0,0,0,0,96,0,80,3,8,3,0,0,0,2,0,0,0,6,0,0,3,0,0,0,0,3,1,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,2019,KITTITAS,2152,77,5,32,23,3,0,0,283,152,16,25,1,0,152,14,0,1,0,0,6,5,2,119,4,949,82,29,136,986,46570,82,55,137,46570,2775,1617,7696,10538,22627,2986,1453,8777,10727,23943,0,0,346,182,0,29,0,0,1,0,0,9,1522,1,418,212,108,20,0,0,0,11,0,2,0,428,0,0,1,0,0,4,1,70,5,18,2,10,1,2,8,21,2,16,80,0,0,0,0,12,0,0,15,0,0,0,0,0,0,3,1,53037
Washington,1995,FERRY,286,12,0,1,5,3,0,0,29,27,0,2,2,0,109,6,0,0,0,0,2,1,0,16,0,325,0,0,11,141,7100,12,6,18,6927,624,370,893,1438,3325,657,442,952,1552,3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53019
Washington,1991,GRANT,3118,84,0,3,21,6,2,0,96,58,0,29,2,0,729,30,0,2,2,0,22,6,0,128,0,1524,0,0,265,2234,56397,84,24,108,56514,5951,2741,8454,10738,27885,6351,2958,8961,10355,28629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,19,1,0,0,1,1,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53025
Washington,2014,PEND OREILLE,885,27,0,11,13,2,1,0,203,79,0,14,1,0,135,3,0,0,0,0,1,0,0,28,0,210,0,0,25,284,13210,27,24,51,13210,801,445,1285,3983,6514,827,507,1297,4065,6696,0,0,87,81,0,0,0,0,1,0,0,1,509,0,269,107,51,25,0,0,0,2,0,0,0,62,0,0,1,0,0,0,0,7,1,3,3,1,0,0,1,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53051
Washington,1992,PACIFIC,581,24,0,0,8,1,2,0,50,8,0,12,1,0,169,11,0,0,0,0,3,0,0,33,0,590,0,0,24,346,19400,24,8,32,19522,1471,741,2368,5281,9863,1591,902,2426,4739,9659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,1,0,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53049
Washington,1999,WALLA WALLA,2667,69,4,3,12,7,5,0,125,43,0,25,2,0,510,25,0,0,0,0,28,3,0,98,0,1225,0,0,247,1972,54600,73,15,88,55108,4315,2347,8099,12306,27061,4614,2472,9853,11110,28047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,17,0,0,0,8,2,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53071
Washington,1992,SKAMANIA,395,18,0,0,5,7,0,0,24,11,0,12,4,0,102,6,0,1,0,0,0,0,0,63,0,377,0,0,14,249,8700,18,5,23,8770,867,386,1338,1716,4307,870,478,1341,1772,4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53059
Washington,2020,OKANOGAN,1153,71,6,30,40,1,0,0,223,100,1,10,3,0,105,16,0,3,1,0,5,3,0,24,0,551,3,1,39,487,43070,77,70,147,43130,3177,1537,3977,12333,21024,3412,1698,4253,12742,22106,0,0,180,74,3,11,0,0,9,0,0,2,792,1,249,112,4,35,0,0,0,16,0,0,0,336,0,0,3,0,0,1,0,2,7,7,0,15,1,2,8,12,0,4,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53047
Washington,2006,STEVENS,1142,51,3,1,10,1,3,0,33,23,3,15,13,1,395,40,13,1,2,0,8,9,2,121,20,1191,223,36,124,689,42100,54,11,65,42100,3329,2181,4478,11097,21087,3441,2343,4426,10801,21013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,5,0,3,26,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53065
Washington,2015,ISLAND,1921,59,7,14,15,3,1,0,371,210,16,23,7,3,262,13,3,1,3,1,11,5,1,17,4,761,68,16,73,746,80600,66,29,95,80600,5579,2358,9593,23199,40728,5721,2523,10872,20756,39872,0,0,296,37,2,22,0,0,6,0,0,4,1342,0,487,92,86,51,0,0,0,18,0,5,0,356,0,0,3,0,0,1,0,42,7,8,4,5,0,0,2,20,2,5,46,0,0,0,0,5,0,0,18,0,0,0,0,0,0,1,0,53029
Washington,2004,BENTON,6196,207,11,8,61,71,4,0,278,101,0,46,18,0,1226,149,0,5,2,0,60,27,0,895,0,9561,0,0,721,4510,155100,218,69,287,155100,13914,7760,21551,34717,77943,14431,8192,21472,33064,77157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,35,89,2,0,14,90,3,13,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53005
Washington,2010,CLALLAM,2289,101,5,18,34,10,1,1,135,37,0,28,1,1,482,38,10,1,0,0,28,4,0,158,21,1047,205,36,151,1605,70100,106,52,158,70100,4154,2462,6728,22014,35358,4372,2629,7541,20199,34742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,8,0,1,5,10,0,13,48,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53009
Washington,2010,ISLAND,1264,64,5,23,15,5,1,3,74,44,5,17,5,1,332,25,12,0,0,0,8,0,1,95,22,1172,213,55,103,828,81100,69,38,107,81100,5991,2985,10321,21120,40418,6445,3197,11742,19297,40682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,12,0,0,4,11,1,8,47,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53029
Washington,2008,OKANOGAN,1112,85,7,4,19,2,0,0,34,34,5,12,3,1,336,43,8,0,0,0,9,4,0,83,18,1109,221,31,91,719,40855,92,23,115,40100,3149,1884,4603,10402,20037,3195,1947,4800,10121,20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,9,0,1,10,7,2,3,52,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53047
Washington,2007,SKAGIT,6844,162,16,32,55,35,4,3,117,57,22,42,29,0,1183,147,58,2,1,0,67,30,8,361,95,4025,1123,330,859,5398,115300,178,87,265,115300,8819,4987,14982,29321,58109,9197,5246,15579,27167,57191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,36,4,1,13,71,10,21,214,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53057
Washington,1992,CLARK,11217,225,20,8,55,97,9,0,636,218,0,118,18,0,2288,152,0,5,6,0,228,56,0,422,0,7625,0,0,1060,7845,257399,245,63,308,256011,24605,11534,43508,49767,129421,25987,12343,42529,45716,126590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,55,54,5,4,13,28,21,61,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53011
Washington,1998,WALLA WALLA,3224,67,3,3,12,22,7,0,263,69,0,49,7,0,589,26,0,0,0,0,27,5,0,123,0,1313,0,0,263,2274,54600,70,15,85,55521,4412,2388,8189,12306,27290,4697,2530,9913,11099,28231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,1,2,2,11,1,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53071
Washington,1993,ADAMS,891,27,1,4,9,6,0,0,45,29,0,3,2,0,141,6,0,0,0,0,3,4,0,37,0,1129,0,0,136,693,14300,28,13,41,14535,1677,778,2095,2611,7167,1776,845,2207,2539,7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53001
Washington,1997,GRAYS HARBOR,4028,168,17,9,37,31,2,0,111,66,0,21,14,0,732,83,0,6,6,0,16,12,0,509,0,5937,0,0,461,3111,68300,185,46,231,68188,5694,3138,9117,16291,34238,6059,3419,9372,15096,33950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,40,6,3,4,13,3,8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53027
Washington,1995,YAKIMA,16912,293,20,26,99,133,7,0,850,276,0,129,53,0,4013,205,0,13,5,0,216,65,0,604,0,8389,0,0,1757,11558,204100,313,125,438,219480,23182,10927,33117,42865,110098,24356,11725,34993,38300,109382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,72,12,9,8,28,17,24,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53077
Washington,1991,COLUMBIA,200,8,0,1,4,2,1,0,4,1,0,1,0,0,40,4,0,0,0,0,1,0,0,11,0,204,0,0,16,152,4000,8,5,13,4153,314,178,537,1068,2096,336,213,563,947,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,2002,CLARK,13824,335,36,19,84,96,11,0,452,266,0,163,44,0,2409,350,0,3,2,0,249,110,0,1236,0,8357,0,0,1716,10452,363315,371,103,474,363400,33264,16619,55029,78058,182968,34834,17582,54908,73106,180432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,35,106,1,6,67,135,24,40,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53011
Washington,1994,SNOHOMISH,15831,515,46,34,139,142,2,0,487,133,0,277,16,0,3129,84,0,12,4,0,228,27,0,307,0,5426,0,0,1212,11556,503320,561,173,734,517298,49490,21917,89605,97688,258704,52395,23092,92362,90725,258594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,62,102,7,6,8,43,30,75,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53061
Washington,2009,WHATCOM,7475,262,23,13,69,34,3,6,270,150,18,76,16,2,1401,181,24,8,2,0,90,48,8,735,81,7775,1171,308,1183,5596,193100,285,82,367,193100,13684,7224,31984,44828,97717,14154,7467,31959,41803,95383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,24,107,2,1,18,71,6,25,320,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53073
Washington,2011,THURSTON,7570,231,30,21,55,31,3,3,402,250,30,66,14,1,1858,142,52,4,1,1,83,38,10,698,143,5450,1121,185,791,5126,252275,261,76,337,254100,18227,9717,36944,65362,130251,19374,10540,36206,57730,123849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,19,87,2,8,34,85,10,34,408,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067
Washington,2011,ISLAND,1536,62,6,23,14,15,3,1,64,43,0,24,6,2,534,41,10,2,3,0,6,1,0,105,19,1220,193,38,119,891,78800,68,37,105,78800,5174,2740,9311,22573,39799,5435,2769,10602,20197,39001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,2,0,5,9,0,4,49,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53029
Washington,1996,CHELAN,3811,85,9,11,23,17,0,0,128,86,0,28,7,0,644,69,0,0,0,0,37,14,0,256,0,4267,0,0,445,2957,61300,94,34,128,64894,5980,2953,9189,14557,32679,6221,3226,9510,13257,32215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,44,1,1,3,15,0,19,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53007
Washington,2004,WHATCOM,9898,246,28,27,59,51,2,0,247,174,0,90,26,0,1785,187,0,4,4,0,96,47,0,647,0,8609,0,0,1121,7625,177300,274,86,360,177300,12922,7122,29572,40259,89873,13397,7369,29516,37146,87427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,29,82,5,3,12,51,20,20,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53073
Washington,2016,PEND OREILLE,667,29,1,12,10,2,0,0,174,74,8,14,5,0,72,4,1,0,0,0,1,1,0,31,6,190,20,3,13,224,13290,30,22,52,13290,787,437,1292,4005,6521,820,487,1316,4146,6769,0,0,36,82,0,1,0,0,1,0,1,0,336,0,219,112,29,30,0,0,0,3,0,0,0,46,0,0,3,0,0,0,0,5,5,3,2,1,0,0,1,6,0,1,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,53051
Washington,1991,KING,125770,2399,260,256,719,786,54,0,5710,2781,0,1295,302,0,21588,1026,0,74,51,0,3871,376,0,4751,0,80792,0,0,11945,92446,1540000,2659,975,3634,1553074,122057,52305,301731,310640,786713,126879,54833,307124,277529,766361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,234,664,18,37,21,176,118,162,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53033
Washington,1997,THURSTON,7974,218,18,32,30,60,4,0,265,50,0,99,15,0,1742,130,0,1,3,0,85,30,0,1114,0,9527,0,0,994,5722,197600,236,62,298,199081,16577,9009,31280,44723,101585,17499,9810,30700,39479,97496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,48,2,4,20,50,11,13,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067
Washington,2003,KLICKITAT,343,33,1,11,18,1,0,0,20,19,0,3,2,0,84,16,0,0,0,0,1,0,0,61,0,549,0,0,38,234,19300,34,29,63,19300,1559,949,2181,4972,9661,1553,982,2207,4899,9639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,1,0,1,1,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53039
Washington,2020,GRAYS HARBOR,4273,170,15,19,53,14,2,0,929,410,18,104,14,3,318,69,5,2,3,0,13,4,0,231,10,2406,97,15,445,1359,74025,185,72,257,74720,4895,2562,7792,20138,35387,4949,2658,10319,21406,39333,3,1,448,588,2,47,0,0,7,0,1,13,2202,17,1338,733,295,112,0,4,0,86,0,3,0,899,0,0,5,0,0,3,16,166,46,38,0,55,1,2,10,35,1,27,169,0,0,0,0,10,0,0,35,0,0,0,0,1,0,0,0,53027
Washington,2010,SKAMANIA,232,21,1,0,4,0,0,0,8,8,0,2,2,0,45,0,0,0,0,0,0,0,0,41,4,423,29,1,25,177,10900,22,4,26,10900,807,473,1296,2820,5396,844,505,1318,2836,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53059
Washington,1998,SPOKANE,28586,471,39,55,118,124,11,0,1453,359,0,152,21,0,6156,389,0,17,9,0,631,144,0,1901,0,15549,0,0,2101,20053,410785,510,173,683,413455,34865,18427,65285,92072,210626,36615,19495,66091,80633,202829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,75,132,8,12,21,104,37,48,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53063
Washington,2019,SNOHOMISH,39594,846,92,79,174,67,11,2,5634,3641,444,363,101,36,2484,419,44,11,13,0,306,149,54,2856,109,18400,1177,200,3621,17663,800928,938,253,1191,818700,60222,29767,112687,205823,408500,62576,31195,120447,195983,410200,26,0,4808,5566,25,605,0,1,89,2,31,47,25958,38,7455,6181,1324,504,0,8,0,444,1,106,1,5656,0,0,32,0,20,3,35,1061,222,167,56,149,8,12,38,338,32,80,880,0,0,1,0,66,0,1,178,0,0,0,2,1,0,3,36,53061
Washington,1990,YAKIMA,16052,256,14,16,80,85,6,0,799,227,0,155,46,0,4130,308,0,11,13,0,228,62,0,743,0,11340,0,0,1991,10644,191600,270,96,366,188823,19225,8703,30087,37023,95038,20255,9306,31564,32660,93785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,66,142,13,8,3,25,19,20,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53077
Washington,2008,SPOKANE,19610,544,46,57,126,101,14,5,1203,287,97,136,7,6,3654,142,150,19,6,1,559,41,48,885,256,4677,2861,876,592,13938,459000,590,183,773,459000,34660,18903,68394,111553,233512,36165,19780,69966,99580,225488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,44,192,4,15,42,263,43,35,792,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53063
Washington,2008,GRAYS HARBOR,2505,148,3,28,40,10,5,2,80,62,7,12,7,2,551,111,31,2,0,0,26,20,1,551,29,4451,495,105,425,1824,70900,151,68,219,70900,5111,3006,8576,18901,35594,5374,3225,8936,17769,35306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,30,3,0,9,48,6,15,156,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53027
Washington,1993,SKAMANIA,409,18,0,0,3,10,0,0,33,8,0,10,9,0,72,1,0,1,1,0,1,0,0,36,0,391,0,0,42,282,9000,18,3,21,8897,865,401,1326,1779,4373,874,488,1333,1832,4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53059
Washington,2018,PACIFIC,503,35,2,12,22,2,1,0,135,87,3,11,3,0,74,6,5,0,0,0,3,0,0,44,4,237,18,2,21,169,21422,37,34,71,21420,1126,591,1796,7008,10520,1222,716,2009,6952,10900,0,0,17,62,0,16,0,0,1,0,0,1,281,0,155,67,8,4,0,0,0,3,0,0,0,63,0,0,2,0,0,0,0,5,2,8,3,10,0,2,9,10,0,8,50,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,53049
Washington,2016,FERRY,25,11,2,6,0,1,0,0,11,5,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,7700,13,6,19,7700,403,247,737,2299,3686,481,275,900,2358,4014,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53019
Washington,1996,KITTITAS,1805,58,4,17,15,9,1,0,53,42,0,16,5,0,297,27,0,1,0,0,5,2,0,78,0,1339,0,0,115,1424,30800,62,32,94,31866,2205,1201,6277,6356,16030,2268,1287,6364,5926,15836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,7,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53037
Washington,2014,YAKIMA,17643,318,28,45,76,53,4,7,3146,1503,176,289,64,9,2102,134,37,7,12,1,152,50,10,372,114,7460,930,208,1296,7023,248905,346,121,467,248800,25349,11016,34722,53941,125028,27403,12037,34667,49665,123772,0,0,2863,742,0,68,1,0,43,0,16,6,12261,5,4368,1014,867,260,0,0,1,351,0,44,0,3009,0,0,25,0,0,0,3,511,81,126,23,68,8,6,60,121,35,25,472,0,0,0,0,76,0,2,257,0,5,0,0,0,0,6,22,53077
Washington,2005,THURSTON,9232,231,26,20,62,46,1,19,428,91,59,65,13,4,1793,81,34,2,2,0,101,20,0,507,124,4256,1670,347,666,6797,222515,257,82,339,224100,16513,9607,32271,55832,114222,17294,10422,32309,49855,109878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,22,129,5,6,37,97,15,24,442,0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067
